srno,Sowing_Time,Region,Min_Temp,Max_Temp,Soil_pH,Soil_Type,Min_Rainfall,Max_Rainfall,Rainfall,Temperature,Crop
373,february,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
374,march,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
375,april,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
376,may,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
377,june,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
378,july,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
379,august,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
380,september,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
381,october,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
382,november,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
383,december,madhya pradesh,25,30,5.5,loamy soil,50,100,75,27.5,maize
384,april,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
385,may,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
386,june,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
387,july,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
388,august,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
389,september,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
390,october,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
391,november,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
392,december,gujrat,25,30,5.5,loamy soil,50,100,75,27.5,maize
393,july,rajasthan,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
394,august,rajasthan,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
395,june,maharashtra,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
396,july,maharashtra,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
397,june,andhra pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
398,july,andhra pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
399,october,andhra pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
400,november,andhra pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
401,january,andhra pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
402,february,andhra pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
403,july,gujrat,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
404,august,gujrat,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
405,july,bihar,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
406,august,bihar,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
407,june,karnataka,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
408,july,karnataka,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
409,october,karnataka,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
410,november,karnataka,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
411,january,karnataka,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
412,february,karnataka,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
413,june,odisha,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
414,july,odisha,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
415,october,odisha,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
416,november,odisha,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
417,january,odisha,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
418,february,odisha,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
419,june,madhya pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
420,july,madhya pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
421,july,punjab,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
422,august,punjab,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
423,february,punjab,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
424,march,punjab,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
425,july,uttar pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
426,august,uttar pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
427,february,uttar pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
428,march,uttar pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
429,april,uttar pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
430,july,assam,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
431,august,assam,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
432,september,assam,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
433,february,assam,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
434,march,assam,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
435,june,chhattisgarh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
436,july,chhattisgarh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
437,july,haryana,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
438,august,haryana,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
439,february,haryana,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
440,march,haryana,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
441,april,haryana,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
442,july,jharkhand,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
443,august,jharkhand,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
444,february,jharkhand,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
445,march,jharkhand,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
446,april,jharkhand,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
447,june,kerala,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
448,july,kerala,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
449,january,kerala,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
450,february,kerala,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
451,july,tripura,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
452,august,tripura,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
453,february,tripura,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
454,march,tripura,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
455,april,tripura,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
456,june,tamil nadu,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
457,july,tamil nadu,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
458,october,tamil nadu,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
459,november,tamil nadu,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
460,february,tamil nadu,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
461,march,tamil nadu,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
462,april,tamil nadu,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
463,july,west bengal,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
464,august,west bengal,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
465,february,west bengal,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
466,march,west bengal,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
467,april,west bengal,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
468,july,himachal pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
469,august,himachal pradesh,32,37,6.2,loamy soil,60,90,75,34.5,mungbean
470,october,uttar pradesh,20,30,6,clay soil,80,100,90,25,oat
471,november,uttar pradesh,20,30,6,clay soil,80,100,90,25,oat
472,october,punjab,20,30,6,clay soil,80,100,90,25,oat
473,november,punjab,20,30,6,clay soil,80,100,90,25,oat
474,november,madhya pradesh,20,30,6,clay soil,80,100,90,25,oat
475,october,haryana,20,30,6,clay soil,80,100,90,25,oat
476,november,haryana,20,30,6,clay soil,80,100,90,25,oat
477,october,rajasthan,20,30,6,clay soil,80,100,90,25,oat
478,november,rajasthan,20,30,6,clay soil,80,100,90,25,oat
479,october,bihar,20,30,6,clay soil,80,100,90,25,oat
480,november,bihar,20,30,6,clay soil,80,100,90,25,oat
481,november,gujrat,20,30,6,clay soil,80,100,90,25,oat
482,november,maharashtra,20,30,6,clay soil,80,100,90,25,oat
483,october,west bengal,20,30,6,clay soil,80,100,90,25,oat
484,october,himachal pradesh,20,30,6,clay soil,80,100,90,25,oat
485,november,himachal pradesh,20,30,6,clay soil,80,100,90,25,oat
486,april,karnataka,20,34,6,red soil,75,120,97.5,27,ragi
487,august,karnataka,20,34,6,red soil,75,120,97.5,27,ragi
488,july,karnataka,20,34,6,red soil,75,120,97.5,27,ragi
489,january,karnataka,20,34,6,red soil,75,120,97.5,27,ragi
490,september,karnataka,20,34,6,red soil,75,120,97.5,27,ragi
491,may,andhra pradesh,20,34,6,red soil,75,120,97.5,27,ragi
492,july,andhra pradesh,20,34,6,red soil,75,120,97.5,27,ragi
493,november,andhra pradesh,20,34,6,red soil,75,120,97.5,27,ragi
494,june,odisha,20,34,6,red soil,75,120,97.5,27,ragi
495,may,maharashtra,20,34,6,red soil,75,120,97.5,27,ragi
496,june,uttarakhand,20,34,6,red soil,75,120,97.5,27,ragi
497,june,gujrat,20,34,6,red soil,75,120,97.5,27,ragi
498,december,tamil nadu,20,34,6,red soil,75,120,97.5,27,ragi
499,april,tamil nadu,20,34,6,red soil,75,120,97.5,27,ragi
500,june,tamil nadu,20,34,6,red soil,75,120,97.5,27,ragi
501,september,tamil nadu,20,34,6,red soil,75,120,97.5,27,ragi
502,june,bihar,20,34,6,red soil,75,120,97.5,27,ragi
503,june,chattisgarh,20,34,6,red soil,75,120,97.5,27,ragi
504,june,jharkhand,20,34,6,red soil,75,120,97.5,27,ragi
505,april,himachal pradesh,20,34,6,red soil,75,120,97.5,27,ragi
506,june,madhya pradesh,20,34,6,red soil,75,120,97.5,27,ragi
507,june,uttar pradesh,20,34,6,red soil,75,120,97.5,27,ragi
508,june,maharashtra,18,30,6.5,loamy soil,60,140,100,24,redgram
509,july,maharashtra,18,30,6.5,loamy soil,60,140,100,24,redgram
510,august,maharashtra,18,30,6.5,loamy soil,60,140,100,24,redgram
511,september,maharashtra,18,30,6.5,loamy soil,60,140,100,24,redgram
512,october,maharashtra,18,30,6.5,loamy soil,60,140,100,24,redgram
513,november,maharashtra,18,30,6.5,loamy soil,60,140,100,24,redgram
514,december,maharashtra,18,30,6.5,loamy soil,60,140,100,24,redgram
515,january,karnataka,18,30,6.5,loamy soil,60,140,100,24,redgram
516,february,karnataka,18,30,6.5,loamy soil,60,140,100,24,redgram
517,march,karnataka,18,30,6.5,loamy soil,60,140,100,24,redgram
518,april,karnataka,18,30,6.5,loamy soil,60,140,100,24,redgram
519,may,karnataka,18,30,6.5,loamy soil,60,140,100,24,redgram
520,june,karnataka,18,30,6.5,loamy soil,60,140,100,24,redgram
521,yearlong,madhya pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
522,yearlong,andhra pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
523,december,chhattisgarh,18,30,6.5,loamy soil,60,140,100,24,redgram
524,january,chhattisgarh,18,30,6.5,loamy soil,60,140,100,24,redgram
525,february,chhattisgarh,18,30,6.5,loamy soil,60,140,100,24,redgram
526,march,chhattisgarh,18,30,6.5,loamy soil,60,140,100,24,redgram
527,april,chhattisgarh,18,30,6.5,loamy soil,60,140,100,24,redgram
528,august,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
529,september,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
530,october,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
531,november,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
532,may,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
533,june,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
534,july,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
535,february,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
536,march,kerala,18,30,6.5,loamy soil,60,140,100,24,redgram
537,yearlong,rajasthan,18,30,6.5,loamy soil,60,140,100,24,redgram
538,october,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
539,november,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
540,december,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
541,january,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
542,february,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
543,march,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
544,april,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
545,may,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
546,june,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
547,july,uttar pradesh,18,30,6.5,loamy soil,60,140,100,24,redgram
548,june,west bengal,18,30,6.5,loamy soil,60,140,100,24,redgram
549,may,punjab,21,37,6,alluvial soil,100,300,200,29,rice
550,june,punjab,21,37,6,alluvial soil,100,300,200,29,rice
551,july,punjab,21,37,6,alluvial soil,100,300,200,29,rice
552,august,punjab,21,37,6,alluvial soil,100,300,200,29,rice
553,june,himachal pradesh,21,37,6,alluvial soil,100,300,200,29,rice
554,july,himachal pradesh,21,37,6,alluvial soil,100,300,200,29,rice
555,april,jammu kashmir,21,37,6,alluvial soil,100,300,200,29,rice
556,may,jammu kashmir,21,37,6,alluvial soil,100,300,200,29,rice
557,june,jammu kashmir,21,37,6,alluvial soil,100,300,200,29,rice
558,july,jammu kashmir,21,37,6,alluvial soil,100,300,200,29,rice
559,june,gujrat,21,37,6,alluvial soil,100,300,200,29,rice
560,july,gujrat,21,37,6,alluvial soil,100,300,200,29,rice
561,august,gujrat,21,37,6,alluvial soil,100,300,200,29,rice
562,june,maharashtra,21,37,6,alluvial soil,100,300,200,29,rice
563,july,maharashtra,21,37,6,alluvial soil,100,300,200,29,rice
564,june,rajasthan,21,37,6,alluvial soil,100,300,200,29,rice
565,july,rajasthan,21,37,6,alluvial soil,100,300,200,29,rice
566,august,rajasthan,21,37,6,alluvial soil,100,300,200,29,rice
567,january,bihar,21,37,6,alluvial soil,100,300,200,29,rice
568,february,bihar,21,37,6,alluvial soil,100,300,200,29,rice
569,march,bihar,21,37,6,alluvial soil,100,300,200,29,rice
570,april,bihar,21,37,6,alluvial soil,100,300,200,29,rice
571,may,bihar,21,37,6,alluvial soil,100,300,200,29,rice
572,june,bihar,21,37,6,alluvial soil,100,300,200,29,rice
573,july,bihar,21,37,6,alluvial soil,100,300,200,29,rice
574,august,bihar,21,37,6,alluvial soil,100,300,200,29,rice
575,september,bihar,21,37,6,alluvial soil,100,300,200,29,rice
576,october,bihar,21,37,6,alluvial soil,100,300,200,29,rice
577,november,bihar,21,37,6,alluvial soil,100,300,200,29,rice
578,june,madhya pradesh,21,37,6,alluvial soil,100,300,200,29,rice
579,july,madhya pradesh,21,37,6,alluvial soil,100,300,200,29,rice
580,august,madhya pradesh,21,37,6,alluvial soil,100,300,200,29,rice
581,january,odisha,21,37,6,alluvial soil,100,300,200,29,rice
582,may,odisha,21,37,6,alluvial soil,100,300,200,29,rice
583,june,odisha,21,37,6,alluvial soil,100,300,200,29,rice
584,july,odisha,21,37,6,alluvial soil,100,300,200,29,rice
585,august,odisha,21,37,6,alluvial soil,100,300,200,29,rice
586,december,odisha,21,37,6,alluvial soil,100,300,200,29,rice
587,january,uttar pradesh,21,37,6,alluvial soil,100,300,200,29,rice
588,february,uttar pradesh,21,37,6,alluvial soil,100,300,200,29,rice
589,may,uttar pradesh,21,37,6,alluvial soil,100,300,200,29,rice
590,june,uttar pradesh,21,37,6,alluvial soil,100,300,200,29,rice
591,july,uttar pradesh,21,37,6,alluvial soil,100,300,200,29,rice
592,august,uttar pradesh,21,37,6,alluvial soil,100,300,200,29,rice
593,january,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
594,february,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
595,march,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
596,april,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
597,may,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
598,june,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
599,july,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
600,august,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
601,september,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
602,october,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
603,november,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
604,december,west bengal,21,37,6,alluvial soil,100,300,200,29,rice
605,january,kerala,21,37,6,alluvial soil,100,300,200,29,rice
606,february,kerala,21,37,6,alluvial soil,100,300,200,29,rice
607,march,kerala,21,37,6,alluvial soil,100,300,200,29,rice
608,april,kerala,21,37,6,alluvial soil,100,300,200,29,rice
609,may,kerala,21,37,6,alluvial soil,100,300,200,29,rice
610,june,kerala,21,37,6,alluvial soil,100,300,200,29,rice
611,july,kerala,21,37,6,alluvial soil,100,300,200,29,rice
612,august,kerala,21,37,6,alluvial soil,100,300,200,29,rice
613,september,kerala,21,37,6,alluvial soil,100,300,200,29,rice
614,october,kerala,21,37,6,alluvial soil,100,300,200,29,rice
615,november,kerala,21,37,6,alluvial soil,100,300,200,29,rice
616,december,kerala,21,37,6,alluvial soil,100,300,200,29,rice
617,january,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
618,february,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
619,march,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
620,april,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
621,may,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
622,june,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
623,july,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
624,august,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
625,september,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
626,october,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
627,november,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
628,december,andhra pradesh,21,37,6,alluvial soil,100,300,200,29,rice
629,january,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
630,february,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
631,march,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
632,april,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
633,may,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
634,june,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
635,july,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
636,august,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
637,september,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
638,october,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
639,november,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
640,december,tamil nadu,21,37,6,alluvial soil,100,300,200,29,rice
641,january,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
642,february,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
643,march,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
644,april,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
645,may,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
646,june,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
647,july,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
648,august,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
649,september,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
650,october,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
651,november,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
652,december,karnataka,21,37,6,alluvial soil,100,300,200,29,rice
653,may,punjab,20,38,6.75,clay soil,100,300,200,29,rice
654,june,punjab,20,38,6.75,clay soil,100,300,200,29,rice
655,july,punjab,20,38,6.75,clay soil,100,300,200,29,rice
656,august,punjab,20,38,6.75,clay soil,100,300,200,29,rice
657,june,haryana,20,38,6.75,clay soil,100,300,200,29,rice
658,june,himachal pradesh,20,38,6.75,clay soil,100,300,200,29,rice
659,july,himachal pradesh,20,38,6.75,clay soil,100,300,200,29,rice
660,june,delhi,20,38,6.75,clay soil,100,300,200,29,rice
661,june,uttarakhand,20,38,6.75,clay soil,100,300,200,29,rice
662,january,uttar pradesh,20,38,6.75,clay soil,100,300,200,29,rice
663,february,uttar pradesh,20,38,6.75,clay soil,100,300,200,29,rice
664,may,uttar pradesh,20,38,6.75,clay soil,100,300,200,29,rice
665,june,uttar pradesh,20,38,6.75,clay soil,100,300,200,29,rice
666,july,uttar pradesh,20,38,6.75,clay soil,100,300,200,29,rice
667,august,uttar pradesh,20,38,6.75,clay soil,100,300,200,29,rice
668,january,bihar,20,38,6.75,clay soil,100,300,200,29,rice
669,february,bihar,20,38,6.75,clay soil,100,300,200,29,rice
670,march,bihar,20,38,6.75,clay soil,100,300,200,29,rice
671,april,bihar,20,38,6.75,clay soil,100,300,200,29,rice
672,may,bihar,20,38,6.75,clay soil,100,300,200,29,rice
673,june,bihar,20,38,6.75,clay soil,100,300,200,29,rice
674,july,bihar,20,38,6.75,clay soil,100,300,200,29,rice
675,august,bihar,20,38,6.75,clay soil,100,300,200,29,rice
676,september,bihar,20,38,6.75,clay soil,100,300,200,29,rice
677,october,bihar,20,38,6.75,clay soil,100,300,200,29,rice
678,november,bihar,20,38,6.75,clay soil,100,300,200,29,rice
679,june,odisha,21,38,6.4,loamy soil,100,300,200,29.5,rice
680,july,west bengal,21,36,6.4,loamy soil,100,300,200,28.5,rice
681,june,jharkhand,21,36,6.4,loamy soil,100,300,200,28.5,rice
